"Município(Res)";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"Total"
"171670 Colméia";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;3
"170555 Combinado";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"170560 Conceição do Tocantins";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"170600 Couto de Magalhães";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"170610 Cristalândia";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"170700 Dianópolis";0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;4
"170710 Divinópolis do Tocantins";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"170720 Dois Irmãos do Tocantins";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"170740 Esperantina";0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;3
"170765 Figueirópolis";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"170770 Filadélfia";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"170820 Formoso do Araguaia";0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;4
"170900 Goiatins";0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;4
"170930 Guaraí";0;0;0;0;2;0;0;3;1;0;0;0;3;2;4;1;0;16
"170950 Gurupi";2;0;0;0;4;5;1;0;1;3;3;2;4;4;2;5;0;36
"170980 Ipueiras";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"171150 Jaú do Tocantins";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"171190 Lagoa da Confusão";0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;3
"171200 Lajeado";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"171245 Luzinópolis";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"171250 Marianópolis do Tocantins";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"171320 Miracema do Tocantins";0;0;1;0;0;1;0;0;0;0;1;0;0;2;0;1;2;8
"171330 Miranorte";0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3
"171395 Muricilândia";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2
"171420 Natividade";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3
"171430 Nazaré";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;3
"171488 Nova Olinda";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"172100 Palmas";0;1;0;0;1;1;4;9;3;5;1;6;3;4;3;9;6;56
"171570 Palmeirante";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"171380 Palmeiras do Tocantins";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"171575 Palmeirópolis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"171610 Paraíso do Tocantins";1;0;0;0;0;2;0;1;0;1;0;2;0;1;1;3;1;13
"171630 Pau D'Arco";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3
"171650 Pedro Afonso";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"171660 Peixe";0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;2;6
"171720 Piraquê";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"171750 Pium";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"171820 Porto Nacional";0;1;0;0;1;1;1;0;1;0;0;0;0;2;0;3;1;11
"171830 Praia Norte";0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;5
"171840 Presidente Kennedy";0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;4
"171845 Pugmil";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
"171875 Rio Sono";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"171880 Sampaio";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"171886 Santa Fé do Araguaia";0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;4
"171890 Santa Rosa do Tocantins";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;4
"171900 Santa Tereza do Tocantins";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"172010 São Bento do Tocantins";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"172020 São Miguel do Tocantins";0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;3
"172065 Silvanópolis";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2
"172080 Sítio Novo do Tocantins";0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;4
"172090 Taguatinga";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"172110 Tocantínia";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"172120 Tocantinópolis";0;0;1;0;0;0;0;0;1;0;0;2;0;1;3;5;1;14
"172208 Wanderlândia";0;0;0;0;0;1;2;1;1;0;0;1;0;2;2;2;2;14
"172210 Xambioá";0;0;0;0;0;2;0;0;1;1;0;1;0;1;0;1;0;7
"170000 Município ignorado - TO";1;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5
"210005 Açailândia";0;1;0;0;2;2;2;2;0;4;1;3;4;9;9;9;4;52
"210010 Afonso Cunha";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
"210015 Água Doce do Maranhão";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
"210020 Alcântara";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;3
"210030 Aldeias Altas";0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;5
"210040 Altamira do Maranhão";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"210043 Alto Alegre do Maranhão";0;0;1;0;0;0;1;0;1;0;0;1;4;4;3;1;0;16
"210047 Alto Alegre do Pindaré";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
"210050 Alto Parnaíba";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"210055 Amapá do Maranhão";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"210070 Anajatuba";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3
"210080 Anapurus";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
"210083 Apicum-Açu";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
"210087 Araguanã";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"210090 Araioses";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"210095 Arame";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;4
"210100 Arari";0;1;0;0;0;0;0;0;0;1;0;2;3;3;2;2;0;14
"210110 Axixá";0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;0;2;7
"210120 Bacabal";0;0;2;4;5;4;3;1;0;3;1;2;3;11;3;3;8;53
"210125 Bacabeira";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;0;6
"210130 Bacuri";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;4
"210135 Bacurituba";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"210140 Balsas";0;0;0;0;0;1;0;1;2;0;1;1;5;1;2;3;4;21
"210150 Barão de Grajaú";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"210160 Barra do Corda";0;0;0;0;0;0;3;2;1;2;3;5;5;3;7;7;7;45
"210170 Barreirinhas";0;0;0;0;0;0;2;0;0;2;2;0;2;0;0;2;1;11
"210177 Bela Vista do Maranhão";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2
"210180 Benedito Leite";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"210190 Bequimão";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"210193 Bernardo do Mearim";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"210200 Bom Jardim";0;0;1;0;1;0;0;1;0;1;0;1;0;2;0;2;1;10
"210203 Bom Jesus das Selvas";0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;3;9
"210207 Bom Lugar";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"210210 Brejo";0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;4
"210220 Buriti";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3
"210230 Buriti Bravo";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"210232 Buriticupu";0;0;0;1;1;0;0;0;0;0;0;3;0;3;2;4;5;19
"210235 Buritirana";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
"210250 Cajari";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"210255 Campestre do Maranhão";0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;5
"210260 Cândido Mendes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3
"210270 Cantanhede";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"210275 Capinzal do Norte";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;3
"210280 Carolina";0;0;0;0;1;1;0;0;0;0;1;2;0;3;0;1;2;11
"210290 Carutapera";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
"210300 Caxias";0;1;0;2;1;1;5;7;8;3;12;8;10;14;9;5;4;90
"210312 Central do Maranhão";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"210315 Centro do Guilherme";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
"210317 Centro Novo do Maranhão";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
"210320 Chapadinha";0;0;0;0;1;2;0;0;0;0;0;0;1;0;2;1;0;7
"210325 Cidelândia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"210330 Codó";0;0;0;2;2;6;0;1;2;5;4;7;1;5;5;6;9;55
"210340 Coelho Neto";0;1;0;0;0;1;0;2;2;1;2;4;1;3;2;1;5;25
"210350 Colinas";0;0;0;0;0;0;1;0;0;3;0;1;1;1;3;4;1;15
"210355 Conceição do Lago-Açu";0;0;0;1;0;0;0;0;0;1;0;2;0;0;1;0;0;5
"210360 Coroatá";0;0;1;0;0;0;0;2;0;0;2;1;2;2;5;3;0;18
"210370 Cururupu";0;0;0;0;0;0;0;1;0;2;0;1;0;4;1;0;1;10
"210375 Davinópolis";0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;2;0;6
"210380 Dom Pedro";0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;2;5
"210400 Esperantinópolis";0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;2;0;7
"210405 Estreito";0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;1;1;8
"210450 Governador Archer";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"210455 Governador Edison Lobão";0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;4
"210460 Governador Eugênio Barros";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;3
"210462 Governador Luiz Rocha";0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;3
"210467 Governador Nunes Freire";0;0;0;0;0;0;0;1;0;0;0;1;0;2;1;4;2;11
"210470 Graça Aranha";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"210480 Grajaú";0;0;0;0;0;0;1;0;1;0;0;1;2;3;1;1;1;11
"210490 Guimarães";0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;0;5
"210500 Humberto de Campos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"210510 Icatu";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2
"210515 Igarapé do Meio";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"210520 Igarapé Grande";0;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;0;5
"210530 Imperatriz";6;4;11;1;10;14;13;24;25;24;23;12;19;12;12;17;20;247
"210535 Itaipava do Grajaú";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"210540 Itapecuru Mirim";0;0;0;0;0;1;0;0;0;1;1;5;3;0;2;1;2;16
"210542 Itinga do Maranhão";0;0;0;0;0;0;0;2;0;1;1;2;3;2;1;1;2;15
"210547 Jenipapo dos Vieiras";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"210550 João Lisboa";0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;7
"210560 Joselândia";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"210565 Junco do Maranhão";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"210570 Lago da Pedra";0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;4
"210580 Lago do Junco";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"210594 Lago dos Rodrigues";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"210590 Lago Verde";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3
"210596 Lagoa Grande do Maranhão";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"210600 Lima Campos";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;3
"210610 Loreto";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
"210632 Maracaçumé";0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3
"210637 Maranhãozinho";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"210650 Matinha";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3
"210660 Matões";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"210663 Matões do Norte";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"210670 Mirador";0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;5
"210675 Miranda do Norte";0;0;0;0;0;0;1;1;0;2;2;0;2;1;1;1;3;14
"210680 Mirinzal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"210700 Montes Altos";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2
"210710 Morros";0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;5
"210720 Nina Rodrigues";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2
"210735 Nova Olinda do Maranhão";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"210740 Olho d'Água das Cunhãs";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"210745 Olinda Nova do Maranhão";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2
"210750 Paço do Lumiar";3;0;0;0;4;3;0;6;2;3;3;6;9;9;3;9;2;62
"210770 Paraibano";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"210780 Parnarama";0;0;1;0;0;0;1;1;0;0;2;0;1;0;0;0;0;6
"210790 Passagem Franca";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;4
"210800 Pastos Bons";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;3
"210805 Paulino Neves";0;0;0;0;0;0;0;0;1;0;0;1;0;2;1;0;0;5
"210810 Paulo Ramos";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
"210820 Pedreiras";1;0;1;0;0;1;3;1;3;2;0;2;3;4;5;5;5;36
"210825 Pedro do Rosário";0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;1;5
"210830 Penalva";0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;2;5
"210840 Peri Mirim";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2
"210845 Peritoró";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3
"210850 Pindaré-Mirim";0;0;0;0;0;0;0;1;0;2;0;3;0;2;1;3;2;14
"210860 Pinheiro";0;0;0;1;0;0;0;0;1;0;1;2;2;2;3;4;2;18
"210870 Pio XII";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;4
"210880 Pirapemas";0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;4;0;7
"210890 Poção de Pedras";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;4
"210900 Porto Franco";0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;4
"210905 Porto Rico do Maranhão";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"210910 Presidente Dutra";0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;2;2;9
"210920 Presidente Juscelino";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2
"210927 Presidente Sarney";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;5
"210930 Presidente Vargas";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
"210940 Primeira Cruz";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2
"210945 Raposa";0;0;0;0;0;0;1;2;2;2;1;3;4;10;6;3;6;40
"210950 Riachão";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
"210955 Ribamar Fiquene";0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;3
"210960 Rosário";0;0;0;0;0;0;2;0;2;1;0;0;2;2;3;0;2;14
"210980 Santa Helena";0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;2;5
"210990 Santa Inês";0;2;0;0;2;2;0;2;0;6;4;4;1;3;3;7;6;42
"211000 Santa Luzia";0;1;0;0;0;1;0;1;2;2;1;3;5;5;3;2;1;27
"211003 Santa Luzia do Paruá";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;4
"211010 Santa Quitéria do Maranhão";0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;5
"211020 Santa Rita";0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;3;10
"211023 Santana do Maranhão";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;3
"211030 Santo Antônio dos Lopes";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"211040 São Benedito do Rio Preto";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"211050 São Bento";0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;2;5;11
"211060 São Bernardo";0;2;0;1;0;0;0;1;0;0;0;0;1;1;1;0;2;9
"211070 São Domingos do Maranhão";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3
"211085 São Francisco do Brejão";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
"211090 São Francisco do Maranhão";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"211100 São João Batista";0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;1;7
"211102 São João do Carú";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"211105 São João do Paraíso";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"211107 São João do Soter";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"211110 São João dos Patos";0;0;0;2;0;0;0;0;0;0;0;1;1;1;1;0;1;7
"211120 São José de Ribamar";1;1;1;1;2;6;4;4;3;4;6;8;9;11;16;9;13;99
"211125 São José dos Basílios";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"211130 São Luís";54;31;42;44;50;64;72;66;61;94;71;93;88;105;96;131;110;1272
"211140 São Luís Gonzaga do Maranhão";1;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;1;6
"211150 São Mateus do Maranhão";0;0;1;2;0;0;0;1;0;1;2;4;2;6;2;4;3;28
"211153 São Pedro da Água Branca";0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;4
"211157 São Pedro dos Crentes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"211160 São Raimundo das Mangabeiras";0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;4
"211163 São Raimundo do Doca Bezerra";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"211172 Satubinha";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"211174 Senador Alexandre Costa";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"211176 Senador La Rocque";0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;3
"211178 Serrano do Maranhão";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"211180 Sítio Novo";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
"211190 Sucupira do Norte";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2
"211210 Timbiras";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;3
"211220 Timon";4;2;2;3;3;5;3;6;4;7;8;8;8;8;10;13;14;108
"211223 Trizidela do Vale";0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1;0;5
"211227 Tufilândia";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;4
"211230 Tuntum";0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;4
"211240 Turiaçu";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4;1;7
"211245 Turilândia";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;3;6
"211250 Tutóia";0;0;1;0;0;0;0;0;0;1;0;0;2;0;2;2;2;10
"211260 Urbano Santos";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"211270 Vargem Grande";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"211280 Viana";0;1;0;0;0;0;0;0;2;0;0;2;1;1;1;7;0;15
"211285 Vila Nova dos Martírios";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
"211290 Vitória do Mearim";0;1;0;0;1;1;1;1;1;0;2;2;2;1;3;3;2;21
"211300 Vitorino Freire";0;0;0;1;0;0;0;0;0;0;0;0;0;4;3;2;1;11
"211400 Zé Doca";0;0;0;0;0;0;0;1;0;2;2;0;2;2;1;2;2;14
"210000 Município ignorado - MA";0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4
"220020 Água Branca";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;3
"220025 Alagoinha do Piauí";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2
"220027 Alegrete do Piauí";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"220030 Alto Longá";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"220040 Altos";1;1;0;1;0;1;0;1;0;1;2;3;4;5;2;3;1;26
"220050 Amarante";0;1;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;6
"220060 Angical do Piauí";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2
"220070 Anísio de Abreu";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"220090 Aroazes";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"220100 Arraial";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"220110 Avelino Lopes";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"220117 Barra D'Alcântara";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"220120 Barras";1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;5
"220140 Barro Duro";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;3
"220150 Batalha";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"220160 Beneditinos";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
"220170 Bertolínia";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"220190 Bom Jesus";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3
"220192 Bonfim do Piauí";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"220200 Buriti dos Lopes";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"220208 Cajueiro da Praia";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"220209 Caldeirão Grande do Piauí";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"220210 Campinas do Piauí";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
"220213 Campo Grande do Piauí";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
"220217 Campo Largo do Piauí";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"220220 Campo Maior";1;0;1;0;2;0;2;1;6;4;2;4;1;3;1;2;0;30
"220225 Canavieira";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"220230 Canto do Buriti";0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;3
"220255 Caridade do Piauí";0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;4
"220260 Castelo do Piauí";0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;4
"220270 Cocal";0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3
"220271 Cocal de Telha";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
"220273 Coivaras";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"220277 Colônia do Piauí";0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3
"220285 Coronel José Dias";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"220290 Corrente";0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;4
"220327 Curral Novo do Piauí";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"220330 Demerval Lobão";0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;1;5
"220340 Dom Expedito Lopes";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2
"220350 Elesbão Veloso";1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;8
"220360 Eliseu Martins";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"220370 Esperantina";0;0;0;0;0;0;1;2;2;2;3;2;0;3;0;2;3;20
"220390 Floriano";0;1;0;0;1;3;0;0;0;2;4;4;0;2;2;0;3;22
"220400 Francinópolis";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2
"220410 Francisco Ayres";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3
"220420 Francisco Santos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"220430 Fronteiras";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3
"220435 Geminiano";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3
"220440 Gilbués";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"220450 Guadalupe";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;1;5
"220460 Hugo Napoleão";0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;3
